Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
Danielle ,5.0 out of 5 stars,BUY IT!!,the United States,21-Jan-21,iFLOOR,Verified Purchase,"MY DAUGHTER LIVES IN A TRAILER WITH HER GOLDENDOODLE.  THE CARPET WAS NOT PRETTY AFTER A COUPLE MONTHS OF HIM RUNNING IN WITH DIRTY FEET AND ALL.  I CLEANED WITH MY TINECO AND DIDN'T THINK IT DID ANYTHING, UNTIL I WENT BACK THE NEXT WEEK AFTER IT DRIED AND ITS AMAZING WHAT IT DOES TO CLEAN CARPETS.  ALSO, MAKE SURE IF YOU HAVE DOGS TO CLEAN IT OUT REGULARLY.  BUT ONCE YOU CLEAN IT OUT, IT GOES RIGHT BACK TO WORKING.  IVE ALSO TAKEN THE ROLLER OFF AND WASHED IT OUT IN THE SINK AND WENT BACK TO IT.  I HAVE USED THE CLEANER THAT COMES WITH IT BUT I ALSO  USED PINESOL IN THE WATER AS WELL.  I CLEAN MINE OUT AFTER EVERY USE BUT IT IS AMAZING.  I DON'T HAVE CARPET IN MY HOUSE SO I DON'T HAVE TO CLEAN CARPETS OFTEN, BUT FOR HARDWOOD FLOORS, THIS PRODUCT IS AMAZING!!!!!!!!",One
J.G.,4.0 out of 5 stars,A great addition to our cleaning arsenal,the United States,7-Nov-20,iFLOOR,Verified Purchase,"I’ve had this little “helper” for a week now...Although it’s not a heavy cleaner, it is perfect for cleaning the messes left by my sloppy cooking, and our not so pristine 1 year old grandson!  I use it mostly in the kitchen and rather than breaking my back dustbusting, then adding a quick mop up, this machine does it all....in addition, as a lazy cleaner, the thought of cleaning out the dirt cup after every quick use (maybe 3 minutes) wasn’t going to happen....instead, I just rested it back in it’s plastic base without charging or cleaning the minimally dirty cup awaiting it’s next use...(kind of a test...). Sure enough, worked perfectly and stayed charged for 3 days so far!  Happy me....",One
Morgan H,4.0 out of 5 stars,Perfect for light cleans and upkeep,the United States,9-Jul-21,iFLOOR,Verified Purchase,"Definitely not a super deep clean, but if you keep up with using this on your floors regularly it does a great job. I'd reccomend deep cleaning with a regular mop first, and then using this to keep it up daily or weekly. We have laminate floors- It'll remove spots and stuff after a few passes, not the first try. Suction power is good, not fantastic, but you should sweep before using this anyways! The solution it comes with works great, and leaves a pleasant, light smell. The parts are SUPER easy to clean too, which I absolutely love. It was worth the money in my opinion and for our household situation. If you have a crazy messy kids or pets, it might be a different story though!",
Johonna,5.0 out of 5 stars,Things TikTok made me buy !,the United States,15-Dec-20,iFLOOR,Verified Purchase,"So after watching videos over in TikTok and doing a lot of googling. This is a lot different seeing it and having it . I do have a lot of mixed feelings about it however this is 5 out of 5. I don’t like how light it is . I feel like it’s a toy and I’m going to break it, to me if feels cheaply made . However it took me some time to get use to it. Never had a wet mop vacuum. You need to move SLOW . Not use to that . Not like a vacuum need small and slow movement and it takes a lot of time . Almost made me wanted to mop my floor and get it over with. However the results after I vacuum and swifter than use the tineco I was amazed! So I will use this more and more . The video is after I vacuum and swifter and how much came out was so exciting. The best part was self cleaning but not all the way . You still have to take it apart and clean after the self cleaning .",
samanthaxrandom,5.0 out of 5 stars,Fantastic for price point!!,the United States,28-Feb-20,iFLOOR,Verified Purchase,"Love this thing. I was wanting a crosswave but that pricetag...so I found this instead. Very sleek, easy to put together, cordless!! Of course nothing mops as great as a steam mop, but for in-between deep cleans or everyday pick up this is perfect!! Love that it cuts out half the work of sweep/vacuuming my hard floors THEN mopping. It can also vacuum over low rugs/carpets. If you release the trigger it will vacuum without the mopping solution. Has a ""spot"" mode for a boost in power.  It also comes with a cleaning brush tool, a tray for it to sit on & dry so it won't drip onto your floors. Very easy to take apart after using and clean it. (definitely clean it out after using it!) Also comes with a bottle of cleaning solution. I've used it twice and the charge lasts the whole time. Will update if anything goes wrong.",
Amazon Customer,5.0 out of 5 stars,For the price it’s a good product,the United States,15-Sep-21,iFLOOR,Verified Purchase,"The cordless feature is very nice. You should vacuum first So it doesn’t clog so easy. You can tell when it clogs because it doesn’t clean up the water. Cleaning it when finished if done properly is quite time consuming. you have to be sure The battery is charged completely before starting. I thought I charged mine good before I tried it the first time but I did run out of battery before I finished, that was a little disappointing. I think the next time I use it it will go better because I’ll know what to watch for.If possible I will do another review after using it again. Like I said it does seem like a good product for a good price.",
Ashley Kelly,5.0 out of 5 stars,Money well spent,the United States,1-May-20,iFLOOR,Verified Purchase,I have had this for a few days now and use it all the time. It’s easy to use and really easy to clean which is great. I have floor boards and it works well on them. I do however find if the floors are uneven (we have a spot that it bumpy and not smooth) or if you go over textured or rough tiles the detergent and water doesn’t distribute or suck up well and pools in spots. However on a smooth surface which is the majority of my floor space it works well. It’s better on fresh spills and marks than sticky or dried spills which I feel is to be expected. A downside is that it doesn’t turn well to get into corners and it tends to miss those little bits that settle along the sideboards and right in those corners. I’ve had handheld stick vacuums in the past and this doesn’t move as well when turning as those have. However for the price and purpose of cleaning up fresh spills after the children have eaten it’s money well spent and I’m really happy with it.,
Sarah,5.0 out of 5 stars,"Strong suction, great price, lightweight",the United States,10-Oct-20,iFLOOR,Verified Purchase,"I bought this because of TicToc and am not disappointed! It's far better than the bissell and much cheaper ( I bought this for$160).I have a long haired cat and god does she shed! This thing sucks it all up and mops without hesitation. It even comes with a tool to help cut out hair from the bristles.For mopping, you can use just water, add the cleaning solution, or make your own concoction. I know some people who use a mixture of water and alcohol because of covid!The battery life is a little short, only lasts about 20 to 30 minutes. I have to charge it once if I'm cleaning my entire apartment, which is about 800 square feet, all hard wood. Probably could clean my apartment in one charge, but I like to be really thorough and take my time.",
Colter,3.0 out of 5 stars,Be sure to pull pieces apart to completely dry,the United States,2-Jun-21,iFLOOR,Verified Purchase,"Definitely not for deep cleaning, it needs to be for quick, not dry spills. I love this so much because it makes my life easier with messy toddlers. It does not clean along the sides of the wall or baseboards well, you can almost see a line or where the floor is dirty because this vacuum mop can’t reach it. So even though mopping would still be necessary, this is worth the purchase to save the hassle of mopping daily with messy kids throwing food on then ground at every meal. My only true complaint is that the water storage is very small. I am constantly refilling it within 1 usage. I love that is self cleans, but remember to take it apart to thoroughly dry or else you will get mold from the moisture left behind. Even after it “self cleans”. I learned this the hard way. I scrubbed it out and bleached it, and the mold didn’t return since I learned my lesson",
Dana R,5.0 out of 5 stars,UNBELIEVABLE!!!!!!!! I’m in love with a cleaning tool,the United States,11-Jan-21,iFLOOR,Verified Purchase,"I am AMAZED. I have been waiting and waiting and finally I bought it and man, this thing didn’t disappoint. With two dogs and lots of dirt hair and other questionable stuff I was shocked with how much this got off my already “cleaned” floors. I will use this thing until the wheels fall off. I didn’t think it was possible to be so excited about a vaccum/mop. Maybe one day I’ll upgrade to the higher priced ones but honestly you can’t go wrong. This is worth every single penny!",One
